UsuarioID,TIPO_CLIENTE_BEME,SEGMENTO_BEME,NANO_SEGMENTO,MICRO_SEGMENTO,MODULO,ZONA,CTA_CTA_BIPERSONAL,CTA_CTA_UNIPERSONAL,CUENTA_PROVEEDOR,CUENTA_RUT,CUENTA_EMPRENDEDOR,CAJA_VECINA,CHEQ_MICROEMPRESA,CHEQ_OTRA,CTA_CTE_OTRA,LINEA_DE_CREDITO,TARJETA,EDAD,COMPORTAMIENTO_SBIF,COMPORTAMIENTO_BEME,SEXO,TIPO_PERSONA,TIPO_SOCIEDAD_CRITERIO_BEME,TRX_APP,TRX_BATCH,TRX_BECO,TRX_Buzonera,TRX_Caja,TRX_Caja_Vecina,TRX_Cajero_Automatico,TRX_Dispensadores,TRX_FALABELLA,TRX_Internet,TRX_Meson,TRX_MYPE,TRX_RedBanc,TRX_RedCompra,TRX_ServiEstado,Uso_Digital_3M,Uso_Web_3M,Uso_App_3M,Uso_Digital_Anual,Uso_Web_Anual,Uso_App_Anual,Con_Clave_Atm,Con_Clave_INET,Hab_BIPass,PERFIL_RIESGO,INF_COMERCIAL,GRP_PROPENSION,TIPO_CLIENTE,TIENE_PREAP,CANAL
8438825,sin producto,Agricola,Segmento C,Segmento B,Region 2,Zona 2,0,1,0,0,1,1,0,1,1,0,0,34,Regular,Bueno,M,2,Cooperativas,58,85,99,27,7,94,85,13,95,16,59,10,55,48,18,0,1,1,1,0,0,1,1,1,Malo,SUJETO DE CREDITO-EVALUABLE,[2]Media_Propension,Cliente No Financiado,NO,NULL
5804653,deudor comercial,Turismo,Segmento C,Segmento A,Region 3,Zona 2,1,1,1,1,1,0,0,0,1,0,1,44,Malo,Regular,F,1,SPA,11,47,60,18,55,92,55,46,72,50,44,65,95,67,86,1,0,0,0,0,1,1,1,1,Excelente,NO SUJETO DE CREDITO,[2]Media_Propension,Cliente No Financiado,NO,NULL
3668108,Microempresas,Agricola,Segmento B,Segmento C,Region 2,Zona 2,1,1,0,0,1,0,1,1,1,0,0,46,Malo,Malo,M,2,Sindicatos,87,91,60,88,98,55,90,23,73,62,67,53,6,82,78,0,0,0,0,1,1,1,0,0,Malo,CON OBSERVACIONES-EVALUABLE,[3]Baja_Propension,Cliente Finaciado,SI,NULL
9716231,deudor comercial,Turismo,Segmento C,Segmento B,Region 3,Zona 2,0,1,1,0,1,0,0,1,1,0,0,65,Regular,Regular,F,1,Federacion,90,35,13,15,56,17,12,68,16,42,97,42,1,91,3,0,1,1,1,0,0,0,1,0,Bueno,CON OBSERVACIONES-EVALUABLE,[1]Alta_Propension,Cliente No Financiado,SI,NULL
6169641,deudor no comercial,Comercial,Segmento C,Segmento A,Region 3,Zona 1,0,1,0,1,0,1,1,1,0,0,0,37,Regular,Malo,M,2,Sindicatos,0,77,62,43,54,99,15,75,94,1,38,84,78,3,47,1,0,1,0,1,1,0,0,1,Excelente,NO SUJETO DE CREDITO,[2]Media_Propension,Castigado o Sin Producto,NO,SALESFORCE - CCL
5938642,no deudor,Agricola,Segmento A,Segmento B,Region 1,Zona 2,1,0,1,1,1,0,1,0,0,0,1,73,Bueno,Bueno,M,2,Cooperativas,17,72,51,74,36,64,82,90,59,56,60,40,7,52,73,0,0,0,1,1,1,0,0,0,Bueno,CON OBSERVACIONES-EVALUABLE,[2]Media_Propension,Cliente Finaciado,NO,RED SUCURSALES
5972095,deudor comercial,Turismo,Segmento A,Segmento A,Region 2,Zona 1,1,1,1,0,1,0,0,1,1,1,1,41,Regular,Bueno,M,2,SPA,52,46,37,80,76,25,11,80,99,79,97,42,61,72,97,1,0,1,1,0,0,0,0,0,Excelente,SUJETO DE CREDITO-EVALUABLE,[3]Baja_Propension,Castigado o Sin Producto,SI,RED SUCURSALES
6600180,deudor comercial,Agricola,Segmento C,Segmento A,Region 2,Zona 3,0,0,0,1,1,1,0,0,1,0,0,19,Malo,Bueno,F,1,Federacion,14,15,41,92,92,49,70,88,59,68,72,17,11,61,13,0,0,1,0,1,0,1,0,1,Malo,NO SUJETO DE CREDITO,[3]Baja_Propension,Cliente No Financiado,SI,SALESFORCE - CCL
1794350,castigado,Turismo,Segmento A,Segmento A,Region 1,Zona 3,0,0,1,0,1,0,1,0,1,1,1,39,Malo,Malo,M,1,SPA,70,10,34,19,46,29,18,70,27,36,76,22,23,3,34,0,1,0,0,0,1,1,0,0,Bueno,CON OBSERVACIONES-EVALUABLE,[2]Media_Propension,Cliente No Financiado,NO,NULL
5197661,deudor no comercial,OMS,Segmento A,Segmento A,Region 3,Zona 2,0,1,0,0,0,0,1,0,1,1,1,30,Malo,Bueno,F,1,Cooperativas,4,49,63,96,2,89,49,10,46,31,12,52,40,23,24,1,1,1,1,0,0,1,0,1,Excelente,SUJETO DE CREDITO-EVALUABLE,[2]Media_Propension,Cliente No Financiado,SI,RED SUCURSALES
8457752,deudor no comercial,Turismo,Segmento A,Segmento C,Region 1,Zona 3,1,0,0,1,0,1,0,1,0,0,1,67,Malo,Malo,F,1,Sindicatos,71,47,5,25,42,21,61,62,12,61,58,34,1,50,30,0,0,0,0,0,0,1,0,0,Excelente,NO SUJETO DE CREDITO,[2]Media_Propension,Cliente No Financiado,NO,RED SUCURSALES
8740165,no deudor,Transporte,Segmento B,Segmento A,Region 3,Zona 3,1,1,0,0,1,0,1,0,0,1,1,45,Malo,Malo,F,1,Sociedad,30,33,34,79,96,27,58,36,42,79,92,73,15,43,89,1,0,0,1,1,0,1,0,0,Bueno,CON OBSERVACIONES-EVALUABLE,[2]Media_Propension,Cliente Finaciado,NO,RED SUCURSALES
5233035,sin producto,Agricola,Segmento B,Segmento C,Region 1,Zona 3,0,1,0,0,1,1,1,0,0,0,1,18,Bueno,Bueno,F,1,Sindicatos,55,32,49,0,39,38,45,24,62,78,67,33,21,86,31,1,0,1,1,0,1,1,0,1,Malo,CON OBSERVACIONES-EVALUABLE,[3]Baja_Propension,Castigado o Sin Producto,NO,SALESFORCE -WEB
4104742,sin producto,Transporte,Segmento A,Segmento B,Region 1,Zona 2,1,0,0,1,0,0,0,1,0,0,1,62,Bueno,Regular,F,1,SPA,95,19,25,46,7,86,62,67,54,10,80,39,45,67,7,1,0,0,1,0,0,1,0,1,Excelente,CON OBSERVACIONES-EVALUABLE,[3]Baja_Propension,Cliente Finaciado,NO,NULL
7230149,deudor comercial,Agricola,Segmento C,Segmento A,Region 1,Zona 3,1,0,1,1,0,0,0,1,0,0,1,67,Bueno,Malo,F,2,Sociedad,5,68,87,31,19,56,70,2,74,5,99,75,29,27,14,1,1,0,0,0,1,0,0,0,Bueno,SUJETO DE CREDITO-EVALUABLE,[3]Baja_Propension,Cliente Finaciado,NO,NULL
5751001,Microempresas,Agricola,Segmento C,Segmento B,Region 3,Zona 1,0,1,1,1,1,0,1,1,0,0,0,44,Regular,Bueno,F,2,Federacion,37,89,64,75,44,24,82,21,37,89,1,69,64,36,96,0,0,1,1,1,0,0,1,0,Excelente,CON OBSERVACIONES-EVALUABLE,[2]Media_Propension,Cliente Finaciado,NO,SALESFORCE - CCL
2561586,castigado,Transporte,Segmento B,Segmento B,Region 3,Zona 3,1,0,1,0,1,1,0,0,1,1,1,24,Regular,Bueno,M,2,SPA,97,91,67,13,79,51,52,10,67,47,14,34,43,93,43,0,1,1,0,1,0,1,1,1,Excelente,NO SUJETO DE CREDITO,[1]Alta_Propension,Cliente No Financiado,SI,NULL
4896870,castigado,Agricola,Segmento C,Segmento A,Region 3,Zona 2,0,1,0,1,0,1,1,1,1,1,1,44,Regular,Malo,M,2,Sociedad,54,73,23,0,7,62,98,3,2,94,48,44,82,25,95,0,0,0,0,1,0,1,1,1,Bueno,NO SUJETO DE CREDITO,[3]Baja_Propension,Castigado o Sin Producto,SI,SALESFORCE -WEB
5513281,deudor uso medio de pago,Agricola,Segmento C,Segmento B,Region 3,Zona 1,1,1,0,1,1,1,0,1,0,0,0,51,Malo,Malo,F,1,Sociedad,28,65,8,88,87,51,30,81,65,83,52,73,63,76,6,1,0,0,0,1,0,1,0,0,Bueno,CON OBSERVACIONES-EVALUABLE,[3]Baja_Propension,Castigado o Sin Producto,SI,SALESFORCE - CCL
5051001,no deudor,Turismo,Segmento C,Segmento C,Region 3,Zona 2,1,1,0,1,0,0,0,0,1,1,0,30,Malo,Malo,F,2,SPA,29,87,86,42,8,48,6,22,97,34,89,90,6,72,54,1,1,1,1,1,0,1,0,0,Malo,CON OBSERVACIONES-EVALUABLE,[2]Media_Propension,Cliente Finaciado,SI,SALESFORCE -WEB
7865569,deudor comercial,Agricola,Segmento C,Segmento A,Region 1,Zona 1,0,0,1,1,0,1,0,0,0,0,0,22,Malo,Bueno,F,2,Sociedad,67,13,73,68,3,50,56,38,83,19,90,87,37,31,39,1,1,0,0,0,1,1,1,0,Malo,SUJETO DE CREDITO-EVALUABLE,[3]Baja_Propension,Cliente No Financiado,SI,SALESFORCE -WEB
2081498,Microempresas,Turismo,Segmento A,Segmento A,Region 3,Zona 2,1,0,1,1,0,1,1,1,0,1,1,37,Malo,Malo,M,1,Sociedad,90,39,13,25,56,27,96,6,96,98,36,10,76,61,78,1,0,0,1,1,1,0,0,1,Bueno,NO SUJETO DE CREDITO,[3]Baja_Propension,Cliente No Financiado,SI,VENTA CENTRALIZADA
3581313,sin producto,Comercial,Segmento B,Segmento C,Region 3,Zona 3,0,0,0,0,0,1,1,1,1,1,1,62,Malo,Bueno,M,2,Sindicatos,97,19,62,93,48,15,99,23,85,28,56,61,16,77,30,1,0,1,0,1,1,1,1,0,Bueno,SUJETO DE CREDITO-EVALUABLE,[2]Media_Propension,Cliente Finaciado,NO,VENTA CENTRALIZADA
2481284,deudor comercial,OMS,Segmento C,Segmento C,Region 2,Zona 3,0,0,1,1,1,1,1,0,1,0,1,61,Malo,Regular,M,1,Sociedad,20,69,66,71,65,73,45,66,5,91,97,80,32,10,89,0,1,0,1,1,0,1,0,0,Malo,NO SUJETO DE CREDITO,[3]Baja_Propension,Cliente Finaciado,SI,SALESFORCE - CCL
1344407,sin producto,Comercial,Segmento C,Segmento C,Region 1,Zona 2,0,1,1,1,1,1,0,0,1,0,0,43,Bueno,Bueno,F,2,Sociedad,40,77,67,55,11,67,42,82,31,77,82,46,47,67,3,0,0,0,1,1,1,0,1,1,Excelente,CON OBSERVACIONES-EVALUABLE,[3]Baja_Propension,Cliente No Financiado,NO,RED SUCURSALES
9383791,deudor uso medio de pago,Turismo,Segmento C,Segmento C,Region 2,Zona 3,1,0,1,1,0,0,0,0,1,1,0,50,Bueno,Regular,M,1,Sindicatos,98,3,5,0,12,85,47,90,1,48,15,84,3,88,26,0,1,0,1,0,0,1,0,1,Excelente,NO SUJETO DE CREDITO,[2]Media_Propension,Cliente Finaciado,NO,SALESFORCE -WEB
4675600,sin producto,Agricola,Segmento A,Segmento A,Region 3,Zona 2,0,1,1,0,1,1,0,0,1,0,1,35,Bueno,Regular,M,1,Sindicatos,33,41,65,22,58,47,83,13,57,60,46,37,72,7,56,0,1,0,0,1,0,1,1,1,Malo,NO SUJETO DE CREDITO,[1]Alta_Propension,Cliente Finaciado,NO,RED SUCURSALES
8110477,no deudor,OMS,Segmento C,Segmento B,Region 1,Zona 2,1,1,0,0,1,1,1,1,0,0,1,41,Bueno,Regular,M,2,Cooperativas,63,45,63,94,63,21,8,74,17,20,76,75,71,89,12,0,1,0,0,0,0,0,0,1,Excelente,NO SUJETO DE CREDITO,[2]Media_Propension,Cliente Finaciado,NO,SALESFORCE -WEB
6802914,deudor no comercial,Comercial,Segmento C,Segmento B,Region 2,Zona 1,1,0,1,0,1,0,1,1,0,1,0,20,Bueno,Malo,F,1,Sindicatos,62,52,4,58,52,24,52,92,87,42,71,52,5,68,1,0,0,0,1,0,0,0,1,1,Excelente,CON OBSERVACIONES-EVALUABLE,[2]Media_Propension,Castigado o Sin Producto,NO,SALESFORCE -WEB
2330879,deudor uso medio de pago,Comercial,Segmento C,Segmento B,Region 3,Zona 1,0,0,0,1,0,1,1,0,1,1,1,23,Malo,Regular,F,2,Sindicatos,43,75,39,9,19,0,37,53,47,49,20,82,58,30,78,0,0,1,0,1,1,0,1,1,Excelente,NO SUJETO DE CREDITO,[3]Baja_Propension,Cliente Finaciado,SI,NULL
8418966,sin producto,Pesca,Segmento B,Segmento B,Region 1,Zona 2,0,0,1,0,1,0,0,0,0,0,1,62,Regular,Malo,F,1,Sociedad,86,36,4,65,62,94,66,16,11,43,15,28,31,36,59,1,1,0,1,0,1,1,0,1,Excelente,NO SUJETO DE CREDITO,[3]Baja_Propension,Cliente No Financiado,NO,RED SUCURSALES
3212136,sin producto,Transporte,Segmento C,Segmento C,Region 1,Zona 1,0,1,1,1,1,1,0,1,1,0,0,30,Regular,Regular,M,1,Sindicatos,62,48,1,97,11,35,38,68,19,57,38,98,17,34,23,1,0,1,1,1,1,1,0,0,Bueno,NO SUJETO DE CREDITO,[1]Alta_Propension,Cliente No Financiado,SI,RED SUCURSALES
7654509,deudor uso medio de pago,Pesca,Segmento A,Segmento A,Region 1,Zona 3,1,0,1,1,0,1,0,0,0,1,0,59,Bueno,Malo,F,1,Sindicatos,15,19,70,65,66,65,72,38,91,18,19,15,73,78,40,1,0,1,0,0,0,1,1,0,Bueno,NO SUJETO DE CREDITO,[2]Media_Propension,Cliente Finaciado,SI,SALESFORCE -WEB
1172298,deudor uso medio de pago,Comercial,Segmento C,Segmento B,Region 2,Zona 3,1,0,1,1,0,0,0,1,0,1,0,74,Regular,Bueno,M,2,Sindicatos,59,21,66,21,36,8,36,31,44,92,55,36,69,20,62,0,1,0,0,1,0,1,1,1,Excelente,NO SUJETO DE CREDITO,[1]Alta_Propension,Cliente No Financiado,NO,SALESFORCE -WEB
5607538,sin producto,Comercial,Segmento A,Segmento B,Region 1,Zona 3,1,1,0,1,0,1,1,1,0,1,1,56,Regular,Malo,F,2,Sociedad,16,6,8,46,88,35,83,15,4,89,90,76,43,61,55,0,0,0,1,0,1,0,1,1,Malo,NO SUJETO DE CREDITO,[3]Baja_Propension,Castigado o Sin Producto,NO,SALESFORCE -WEB
3533794,deudor uso medio de pago,Agricola,Segmento A,Segmento B,Region 1,Zona 3,0,1,0,0,1,0,0,0,0,0,1,20,Regular,Regular,M,1,SPA,79,19,27,55,10,86,84,57,93,54,16,89,92,95,87,1,1,0,0,0,1,1,0,0,Malo,NO SUJETO DE CREDITO,[3]Baja_Propension,Cliente Finaciado,NO,NULL
9409435,sin producto,Pesca,Segmento A,Segmento B,Region 2,Zona 3,1,1,0,0,1,1,1,1,1,0,0,44,Malo,Malo,F,1,Sindicatos,8,59,95,62,6,71,42,65,60,98,90,81,31,58,16,0,1,0,0,1,0,1,0,1,Excelente,SUJETO DE CREDITO-EVALUABLE,[2]Media_Propension,Cliente No Financiado,NO,RED SUCURSALES
4201769,deudor comercial,Pesca,Segmento A,Segmento B,Region 3,Zona 3,1,1,1,1,0,0,1,0,0,1,1,24,Bueno,Malo,F,1,SPA,2,66,69,96,94,47,91,93,63,51,72,20,70,30,41,0,1,0,0,0,0,1,0,0,Excelente,NO SUJETO DE CREDITO,[2]Media_Propension,Cliente Finaciado,NO,SALESFORCE - CCL
7006806,deudor uso medio de pago,Agricola,Segmento B,Segmento B,Region 1,Zona 1,0,0,0,0,0,0,0,1,0,0,0,47,Malo,Malo,M,1,SPA,80,49,95,87,95,35,50,50,75,37,45,91,58,18,43,0,0,0,1,1,0,0,0,0,Bueno,SUJETO DE CREDITO-EVALUABLE,[3]Baja_Propension,Cliente Finaciado,NO,RED SUCURSALES
2988096,deudor no comercial,Turismo,Segmento C,Segmento A,Region 1,Zona 1,0,0,1,1,0,1,1,1,0,0,0,57,Bueno,Regular,F,2,Federacion,94,82,78,30,46,47,39,34,63,81,23,98,22,45,81,1,1,1,0,0,0,0,1,0,Bueno,NO SUJETO DE CREDITO,[3]Baja_Propension,Cliente No Financiado,SI,NULL
6259175,deudor no comercial,Agricola,Segmento B,Segmento B,Region 2,Zona 3,0,0,0,0,1,0,0,1,1,1,0,49,Bueno,Malo,F,2,Sociedad,28,81,3,74,4,73,21,84,30,19,73,88,57,15,26,0,0,1,1,0,1,1,1,1,Excelente,NO SUJETO DE CREDITO,[2]Media_Propension,Castigado o Sin Producto,SI,SALESFORCE - CCL
5128573,no deudor,Agricola,Segmento B,Segmento A,Region 3,Zona 1,0,0,1,1,0,1,1,1,0,1,0,30,Bueno,Bueno,M,1,SPA,31,36,53,7,57,75,92,30,63,60,12,51,97,2,45,0,1,1,1,0,1,1,1,1,Bueno,CON OBSERVACIONES-EVALUABLE,[3]Baja_Propension,Castigado o Sin Producto,SI,SALESFORCE -WEB
7827569,no deudor,Agricola,Segmento C,Segmento B,Region 1,Zona 3,1,0,0,1,1,1,1,1,0,0,1,34,Malo,Regular,F,2,SPA,34,60,12,61,22,26,56,22,27,62,9,39,16,58,64,1,0,1,1,1,1,1,1,0,Excelente,CON OBSERVACIONES-EVALUABLE,[1]Alta_Propension,Castigado o Sin Producto,SI,RED SUCURSALES
5990188,deudor comercial,Transporte,Segmento B,Segmento A,Region 2,Zona 1,1,1,1,1,1,1,1,1,1,1,0,32,Malo,Malo,F,2,SPA,24,5,75,19,33,3,5,94,9,94,8,69,98,72,63,0,0,0,0,0,1,1,1,1,Bueno,NO SUJETO DE CREDITO,[3]Baja_Propension,Cliente Finaciado,SI,VENTA CENTRALIZADA
2945049,deudor uso medio de pago,Turismo,Segmento B,Segmento A,Region 1,Zona 3,1,1,0,0,0,1,0,1,0,1,1,51,Bueno,Regular,M,1,Cooperativas,86,41,28,93,20,6,61,13,25,29,61,77,58,38,9,1,0,0,0,1,0,0,1,0,Malo,SUJETO DE CREDITO-EVALUABLE,[1]Alta_Propension,Cliente Finaciado,SI,SALESFORCE - CCL
5260183,castigado,Agricola,Segmento A,Segmento B,Region 1,Zona 2,0,0,1,0,1,0,1,1,0,1,0,46,Regular,Regular,M,1,Cooperativas,1,94,88,46,75,8,85,84,5,81,37,17,14,30,31,0,0,1,1,1,0,0,1,0,Bueno,SUJETO DE CREDITO-EVALUABLE,[1]Alta_Propension,Cliente No Financiado,SI,SALESFORCE - CCL
4750307,no deudor,OMS,Segmento C,Segmento B,Region 3,Zona 3,1,1,0,0,1,1,0,1,1,1,0,42,Bueno,Bueno,M,2,Sociedad,21,71,96,4,80,41,70,3,0,46,47,84,79,72,95,0,0,1,1,0,1,0,0,0,Bueno,NO SUJETO DE CREDITO,[1]Alta_Propension,Castigado o Sin Producto,NO,SALESFORCE -WEB
2756302,deudor uso medio de pago,Pesca,Segmento B,Segmento A,Region 2,Zona 1,1,1,1,1,1,1,0,0,1,0,1,33,Bueno,Malo,F,2,SPA,92,56,2,17,59,12,95,82,60,40,95,38,31,16,81,1,1,1,0,0,0,0,0,0,Excelente,NO SUJETO DE CREDITO,[1]Alta_Propension,Cliente No Financiado,NO,VENTA CENTRALIZADA
5259036,sin producto,Turismo,Segmento B,Segmento A,Region 1,Zona 3,0,1,1,0,0,0,0,0,0,1,1,51,Regular,Malo,F,2,Sindicatos,0,94,72,6,99,55,54,86,39,29,63,91,73,77,48,1,0,1,1,0,0,1,0,0,Bueno,NO SUJETO DE CREDITO,[3]Baja_Propension,Cliente No Financiado,SI,SALESFORCE -WEB
8604212,Microempresas,Transporte,Segmento A,Segmento A,Region 1,Zona 3,0,1,1,1,0,1,1,1,0,1,1,45,Bueno,Regular,F,1,Sindicatos,66,67,56,25,95,9,78,60,31,95,18,68,33,96,60,0,0,1,1,0,1,1,1,0,Bueno,SUJETO DE CREDITO-EVALUABLE,[1]Alta_Propension,Castigado o Sin Producto,SI,RED SUCURSALES
3631321,deudor comercial,Pesca,Segmento B,Segmento C,Region 1,Zona 2,0,1,0,0,0,0,1,1,0,1,1,54,Bueno,Regular,M,1,Cooperativas,27,71,28,8,59,98,26,98,83,3,33,10,39,73,88,1,1,1,0,1,1,0,0,0,Excelente,CON OBSERVACIONES-EVALUABLE,[3]Baja_Propension,Castigado o Sin Producto,SI,VENTA CENTRALIZADA
1135201,castigado,Turismo,Segmento C,Segmento C,Region 3,Zona 1,1,0,0,0,1,1,1,1,1,1,0,36,Regular,Regular,M,1,Sindicatos,54,41,47,71,71,14,13,40,93,93,17,65,15,28,28,0,1,1,1,0,1,0,1,1,Malo,SUJETO DE CREDITO-EVALUABLE,[3]Baja_Propension,Castigado o Sin Producto,NO,SALESFORCE - CCL
8546959,deudor uso medio de pago,Turismo,Segmento B,Segmento A,Region 2,Zona 1,0,1,0,0,0,0,0,0,0,0,0,31,Regular,Bueno,F,1,Cooperativas,37,83,92,64,32,55,53,9,11,8,96,65,37,33,9,0,0,1,0,0,1,0,1,0,Bueno,SUJETO DE CREDITO-EVALUABLE,[3]Baja_Propension,Castigado o Sin Producto,NO,VENTA CENTRALIZADA
2769582,no deudor,Turismo,Segmento A,Segmento B,Region 3,Zona 3,1,1,1,0,1,0,0,1,1,1,1,21,Bueno,Bueno,F,2,SPA,36,74,50,40,56,73,69,53,75,30,73,89,31,63,94,0,0,1,1,0,0,0,0,0,Excelente,SUJETO DE CREDITO-EVALUABLE,[2]Media_Propension,Cliente No Financiado,NO,SALESFORCE -WEB
5921408,deudor uso medio de pago,Comercial,Segmento B,Segmento B,Region 3,Zona 1,0,1,1,0,0,1,0,0,1,0,1,68,Regular,Malo,F,1,Sociedad,75,55,97,27,18,70,71,47,20,96,35,58,14,62,86,1,1,1,0,0,0,0,1,1,Bueno,CON OBSERVACIONES-EVALUABLE,[3]Baja_Propension,Cliente Finaciado,SI,SALESFORCE - CCL
5225928,sin producto,Pesca,Segmento A,Segmento A,Region 3,Zona 2,0,1,1,0,0,1,0,0,1,1,1,61,Regular,Regular,F,1,Federacion,0,14,85,13,49,74,85,2,95,18,55,79,37,92,53,1,1,1,0,1,0,1,1,1,Excelente,CON OBSERVACIONES-EVALUABLE,[1]Alta_Propension,Cliente No Financiado,SI,RED SUCURSALES
3343448,deudor comercial,Turismo,Segmento A,Segmento B,Region 1,Zona 2,0,1,1,1,0,1,0,1,0,1,1,41,Malo,Regular,F,1,Federacion,8,21,29,79,88,3,12,25,23,45,96,37,21,70,64,1,1,1,0,0,1,1,1,0,Malo,NO SUJETO DE CREDITO,[2]Media_Propension,Cliente Finaciado,SI,RED SUCURSALES
9811916,sin producto,Transporte,Segmento C,Segmento C,Region 1,Zona 2,1,0,0,0,1,1,1,1,0,1,0,52,Bueno,Bueno,F,2,Cooperativas,22,90,33,12,28,71,42,7,23,97,17,48,94,99,82,0,1,1,1,1,0,1,1,0,Bueno,CON OBSERVACIONES-EVALUABLE,[3]Baja_Propension,Cliente No Financiado,NO,SALESFORCE -WEB
5553300,no deudor,Comercial,Segmento B,Segmento B,Region 2,Zona 2,0,0,1,1,0,1,0,1,0,1,1,35,Regular,Bueno,M,2,Federacion,71,47,27,47,62,77,71,50,93,25,38,53,52,26,19,0,0,1,1,0,0,1,1,1,Bueno,SUJETO DE CREDITO-EVALUABLE,[3]Baja_Propension,Cliente Finaciado,NO,SALESFORCE - CCL
8525529,Microempresas,Turismo,Segmento B,Segmento B,Region 3,Zona 2,1,1,1,1,1,1,1,0,1,0,0,43,Bueno,Bueno,F,2,Federacion,85,83,13,2,31,41,51,28,94,0,98,88,74,99,62,0,1,1,1,1,1,0,0,1,Malo,SUJETO DE CREDITO-EVALUABLE,[1]Alta_Propension,Castigado o Sin Producto,NO,SALESFORCE - CCL
7053864,no deudor,Pesca,Segmento B,Segmento A,Region 1,Zona 3,0,1,0,1,0,1,0,1,1,1,1,58,Regular,Bueno,F,2,Cooperativas,52,45,74,63,4,73,93,8,57,6,79,93,67,35,36,0,0,0,1,0,0,0,0,0,Malo,CON OBSERVACIONES-EVALUABLE,[1]Alta_Propension,Cliente No Financiado,SI,RED SUCURSALES
6327926,sin producto,OMS,Segmento A,Segmento B,Region 3,Zona 2,0,0,0,0,1,1,0,0,1,0,0,68,Malo,Bueno,M,1,Sindicatos,21,60,30,67,73,81,91,16,95,80,81,11,61,81,21,0,1,1,1,1,1,1,1,0,Excelente,CON OBSERVACIONES-EVALUABLE,[3]Baja_Propension,Castigado o Sin Producto,SI,VENTA CENTRALIZADA
7683884,sin producto,Transporte,Segmento B,Segmento C,Region 1,Zona 2,1,0,1,0,0,1,0,1,0,0,1,26,Bueno,Regular,F,1,Sindicatos,34,45,48,64,32,76,57,40,36,86,15,85,42,96,80,0,1,0,1,0,0,0,0,0,Malo,SUJETO DE CREDITO-EVALUABLE,[1]Alta_Propension,Cliente Finaciado,SI,VENTA CENTRALIZADA
1701810,no deudor,Turismo,Segmento C,Segmento C,Region 3,Zona 1,1,1,1,0,1,1,1,1,1,1,0,72,Bueno,Malo,F,1,Sindicatos,5,89,16,18,31,87,97,99,88,34,96,6,63,21,83,0,1,0,1,1,0,1,0,1,Bueno,CON OBSERVACIONES-EVALUABLE,[3]Baja_Propension,Castigado o Sin Producto,SI,RED SUCURSALES
5948788,deudor no comercial,Transporte,Segmento A,Segmento C,Region 1,Zona 1,0,0,1,0,1,0,1,0,0,1,1,24,Bueno,Bueno,M,1,Sociedad,87,64,3,90,66,7,17,85,61,7,78,16,67,72,18,0,0,1,0,0,0,0,1,1,Excelente,NO SUJETO DE CREDITO,[2]Media_Propension,Cliente No Financiado,SI,RED SUCURSALES
7056020,Microempresas,Comercial,Segmento A,Segmento A,Region 1,Zona 3,1,1,1,0,1,0,1,0,0,1,0,45,Bueno,Bueno,F,1,Federacion,31,74,59,58,68,33,61,35,34,43,16,41,99,66,11,0,0,0,0,1,1,0,0,0,Excelente,CON OBSERVACIONES-EVALUABLE,[1]Alta_Propension,Cliente Finaciado,NO,SALESFORCE -WEB
2705267,no deudor,Comercial,Segmento C,Segmento C,Region 3,Zona 1,0,1,0,1,1,1,1,1,1,0,1,20,Malo,Malo,F,2,Sociedad,52,88,6,79,79,3,53,35,41,45,98,53,91,56,83,0,1,1,0,0,1,0,0,1,Bueno,NO SUJETO DE CREDITO,[3]Baja_Propension,Cliente No Financiado,NO,VENTA CENTRALIZADA
4046725,deudor comercial,Turismo,Segmento B,Segmento C,Region 3,Zona 2,1,1,1,0,1,0,0,0,0,1,0,27,Bueno,Malo,M,2,Federacion,99,16,20,70,35,86,55,21,98,10,35,74,38,92,77,1,1,1,0,0,0,1,0,0,Bueno,CON OBSERVACIONES-EVALUABLE,[1]Alta_Propension,Cliente Finaciado,NO,SALESFORCE - CCL
1189844,castigado,Pesca,Segmento C,Segmento A,Region 3,Zona 1,1,0,0,1,1,1,0,0,0,1,1,53,Bueno,Regular,F,2,Sindicatos,39,9,91,16,96,82,22,85,26,45,66,78,76,9,0,0,1,1,0,1,1,1,0,1,Excelente,SUJETO DE CREDITO-EVALUABLE,[2]Media_Propension,Castigado o Sin Producto,SI,SALESFORCE -WEB
5315151,sin producto,Transporte,Segmento A,Segmento C,Region 3,Zona 1,1,1,0,1,0,1,0,1,0,0,1,74,Bueno,Regular,M,2,SPA,13,85,18,47,58,94,55,31,45,40,26,87,30,60,89,0,0,1,0,1,1,1,0,1,Bueno,NO SUJETO DE CREDITO,[2]Media_Propension,Cliente No Financiado,SI,RED SUCURSALES
3039408,sin producto,Pesca,Segmento C,Segmento B,Region 1,Zona 2,1,1,0,1,1,1,0,0,1,1,1,66,Regular,Regular,M,1,Cooperativas,95,43,74,40,4,65,8,42,57,68,37,33,97,40,61,0,0,1,1,1,1,1,1,0,Bueno,CON OBSERVACIONES-EVALUABLE,[1]Alta_Propension,Cliente Finaciado,NO,SALESFORCE -WEB
